title,authors,publisher,publishedDate,description,industryIdentifiers,readingModes,pageCount,printType,categories,maturityRating,allowAnonLogging,contentVersion,panelizationSummary,imageLinks,language,previewLink,infoLink,canonicalVolumeLink,averageRating,ratingsCount,subtitle,comicsContent,seriesInfo
Alex Cross's Trial,['James Patterson'],Random House,2009-10-06,"SOON TO BE AN ORIGINAL AMAZON PRIME SERIES ____________________________ 'No one gets this big without amazing natural storytelling talent - which is what Jim has, in spades. The Alex Cross series proves it.' LEE CHILD, international bestselling author of the Jack Reacher series ____________________________ The fifteenth novel in the bestselling Alex Cross series Detective Alex Cross delves deep into the past - to a story passed down through his family, of a courageous fight for freedom... Alex Cross is one of the nation's foremost detectives. But fighting for justice runs in the family, and it's time for Cross to tell the story that was passed down to him from his grandmother - the story of his great-uncle Abraham. Ben Corbett is lawyer to the underprivileged and downtrodden in 1900s Washington, DC. Out of the blue, President Theodore Roosevelt invites Ben to the White House, asking him to investigate a resurgence of the Ku Klux Klan in Ben's own home town. Ben returns to Mississippi, and there he meets Abraham Cross and his granddaughter, Moody. Abraham and Moody reveal to Ben the hidden side of this sleepy Southern town, where the Black community lives in constant fear. In a battle against entrenched hatred, what sacrifices will need to be made to break this reign of terror?","[{'type': 'ISBN_13', 'identifier': '9781409066668'}, {'type': 'ISBN_10', 'identifier': '1409066665'}]","{'text': True, 'image': False}",514.0,BOOK,['Fiction'],NOT_MATURE,True,3.15.14.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=ryKCAQ6gXZwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ryKCAQ6gXZwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=ryKCAQ6gXZwC&pg=PA263&dq=intitle:ALEX+CROSS%E2%80%99S+TRIAL&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=ryKCAQ6gXZwC&source=gbs_api,https://play.google.com/store/books/details?id=ryKCAQ6gXZwC,,,(Alex Cross 15),,
Dark Slayer,['Christine Feehan'],Penguin,2009-09-01,"After a century of longing, the instinct for survival unites a betrayed woman and a cursed man in this seductive Carpathian novel by #1 New York Times bestselling author Christine Feehan. Ivory Malinov’s only brethren are the wolves. Abandoned by her family, and cast out by everyone she held dear, Ivory has lived centuries without love. She has sustained her sanity by preparing for one purpose—to destroy her greatest enemy. Then she picks up the scent of a man. Her salvation. Her lifemate. The curse of all Carpathian women. Branded a criminal, Razvan is a dragonseeker borne of a great Carpathian lineage, only to be raised as its most despised captive enemy. Escaping from imprisonment, Razvan now seeks the dawn to end his terrible existence. Instead he has found his deliverance in Ivory, the Dark Slayer. In spirit, in flesh and blood, in love, and in war, Ivory and Razvan are made for each other. For as long as they dare to live.","[{'type': 'ISBN_13', 'identifier': '9781101136102'}, {'type': 'ISBN_10', 'identifier': '1101136103'}]","{'text': True, 'image': False}",496.0,BOOK,['Fiction'],NOT_MATURE,True,1.3.4.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=ijgJcCDYYHMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ijgJcCDYYHMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=ijgJcCDYYHMC&printsec=frontcover&dq=intitle:DARK+SLAYER&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=ijgJcCDYYHMC&source=gbs_api,https://play.google.com/store/books/details?id=ijgJcCDYYHMC,,,,,
The Last Song (Songbook),['Hal Leonard Corp.'],Hal Leonard Corporation,2010-09-01,"(Piano/Vocal/Guitar Songbook). 14 songs from the hit movie adapted from Nicholas Sparks' bestselling book and starring Miley Cyrus. Artists including One Republic, Maroon 5, Edwin McCain, The Raveonettes and Cyrus herself contribute these tunes: Bring On the Comets * Broke Down Hearted Wonderland * Brooklyn Blurs * Can You Tell * A Different Side of Me * Heart of Stone * I Hope You Find It * New Morning * No Matter What * Setting Sun * She Will Be Loved * Steve's Theme * Tyrant * When I Look at You.","[{'type': 'ISBN_13', 'identifier': '9781458442031'}, {'type': 'ISBN_10', 'identifier': '1458442039'}]","{'text': True, 'image': True}",117.0,BOOK,['Music'],NOT_MATURE,True,2.1.2.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=i61JAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=i61JAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=i61JAgAAQBAJ&printsec=frontcover&dq=intitle:THE+LAST+SONG&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=i61JAgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=i61JAgAAQBAJ,,,Music from the Motion Picture Soundtrack,,
The Lost Symbol,['Dan Brown'],Random House,2009-09-15,"'Impossible to put down' New York Times 'Thrilling and entertaining' Los Angeles Times 'A narrative that can grip you like a vice' Daily Mail 'Unputdownable... Jaw-dropping' News of the World _______________________________ NOW A MAJOR TELEVISION SERIES The Capitol Building, Washington DC: Harvard symbologist Robert Langdon believes he is here to give a lecture. He is wrong. Within minutes of his arrival, a shocking object is discovered. It is a gruesome invitation into an ancient world of hidden wisdom. When Langdon's mentor, Peter Solomon - prominent mason and philanthropist - is kidnapped, Langdon realizes that his only hope of saving his friend's life is to accept this mysterious summons. It is to take him on a breathless chase through Washington's dark history. All that was familiar is changed into a shadowy, mythical world in which Masonic secrets and never-before-seen revelations seem to be leading him to a single impossible and inconceivable truth... Includes an extract of the latest Robert Langdon thriller, Origin, available now.","[{'type': 'ISBN_13', 'identifier': '9781409091486'}, {'type': 'ISBN_10', 'identifier': '1409091481'}]","{'text': True, 'image': False}",524.0,BOOK,['Fiction'],NOT_MATURE,True,0.38.27.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=s8l5ApOH2CwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=s8l5ApOH2CwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=s8l5ApOH2CwC&printsec=frontcover&dq=intitle:THE+LOST+SYMBOL&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=s8l5ApOH2CwC&source=gbs_api,https://play.google.com/store/books/details?id=s8l5ApOH2CwC,5.0,3.0,(Robert Langdon Book 3),,
An Echo in the Bone,['Diana Gabaldon'],Hachette UK,2010-01-21,"THE TRIUMPHANT SEVENTH NOVEL IN THE MULTI-MILLION BESTSELLING OUTLANDER SERIES. The year is 1777. The place, North Carolina. And as the American rebellion grows in intensity, Highlander Jamie Fraser and his wife Claire need to decide which side their family is going to be on. The choice should be an easy one, given that Claire was born in the twentieth century and has already seen the future - in history books. But things are never simple where the Frasers are concerned, as father and son unwittingly come face to face on the battlefield, and an old adversary reaches forward in time to threaten the next generation. Up to now, Claire and Jamie's love has survived every danger history has put in their path, but in the chaos of war, with families bitterly divided against each other, is the future finally going to catch up with them?","[{'type': 'ISBN_13', 'identifier': '9781409111962'}, {'type': 'ISBN_10', 'identifier': '1409111962'}]","{'text': True, 'image': False}",992.0,BOOK,['Fiction'],NOT_MATURE,True,2.13.10.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=OjoO6jFw67QC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=OjoO6jFw67QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=OjoO6jFw67QC&printsec=frontcover&dq=intitle:AN+ECHO+IN+THE+BONE&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=OjoO6jFw67QC&source=gbs_api,https://play.google.com/store/books/details?id=OjoO6jFw67QC,,,Outlander Novel 7,,
Rough Country,['Robert Wuthnow'],Princeton University Press,2016-04-05,"How the history of Texas illuminates America's post–Civil War past Tracing the intersection of religion, race, and power in Texas from Reconstruction through the rise of the Religious Right and the failed presidential bid of Governor Rick Perry, Rough Country illuminates American history since the Civil War in new ways, demonstrating that Texas's story is also America’s. In particular, Robert Wuthnow shows how distinctions between ""us"" and “them” are perpetuated and why they are so often shaped by religion and politics. Early settlers called Texas a rough country. Surviving there necessitated defining evil, fighting it, and building institutions in the hope of advancing civilization. Religion played a decisive role. Today, more evangelical Protestants live in Texas than in any other state. They have influenced every presidential election for fifty years, mobilized powerful efforts against abortion and same-sex marriage, and been a driving force in the Tea Party movement. And religion has always been complicated by race and ethnicity. Drawing from memoirs, newspapers, oral history, voting records, and surveys, Rough Country tells the stories of ordinary men and women who struggled with the conditions they faced, conformed to the customs they knew, and on occasion emerged as powerful national leaders. We see the lasting imprint of slavery, public executions, Jim Crow segregation, and resentment against the federal government. We also observe courageous efforts to care for the sick, combat lynching, provide for the poor, welcome new immigrants, and uphold liberty of conscience. A monumental and magisterial history, Rough Country is as much about the rest of America as it is about Texas.","[{'type': 'ISBN_13', 'identifier': '9780691169309'}, {'type': 'ISBN_10', 'identifier': '0691169306'}]","{'text': False, 'image': True}",662.0,BOOK,['History'],NOT_MATURE,False,0.1.1.0.preview.1,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=F26YDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=F26YDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=F26YDwAAQBAJ&pg=PA27&dq=intitle:ROUGH+COUNTRY&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=F26YDwAAQBAJ&dq=intitle:ROUGH+COUNTRY&hl=&source=gbs_api,https://books.google.com/books/about/Rough_Country.html?hl=&id=F26YDwAAQBAJ,,,,,
A Touch of Dead,['Charlaine Harris'],Penguin,2009-10-06,"A Sookie Stackhouse short story collection from #1 New York Times bestselling author Charlaine Harris. Together in one edition, five stories from Harris’s supernatural Louisiana town of Bon Temps, featuring telepathic waitress Sookie Stackhouse. In “Fairy Dust,” Sookie must use her talents to help fairies in danger. In “One Word Answer,” Sookie comes face to face with some unpleasant family secrets. Sookie gets an unexpected—though not unpleasant—present while celebrating the Prince of Darkness’s birthday in “Dracula Night.” Sookie’s witchy friend Amelia helps Sookie on a case in “Lucky.” And in “Giftwrap,” Sookie fights to overcome holiday blues until she has a surprising chance encounter.","[{'type': 'ISBN_13', 'identifier': '9781101145067'}, {'type': 'ISBN_10', 'identifier': '1101145064'}]","{'text': True, 'image': False}",99.0,BOOK,['Fiction'],NOT_MATURE,True,1.4.4.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=paGNkKGfxKkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=paGNkKGfxKkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=paGNkKGfxKkC&pg=PT46&dq=intitle:A+TOUCH+OF+DEAD&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=paGNkKGfxKkC&dq=intitle:A+TOUCH+OF+DEAD&hl=&source=gbs_api,https://books.google.com/books/about/A_Touch_of_Dead.html?hl=&id=paGNkKGfxKkC,,,Sookie Stackhouse Stories,,
Pursuit of Honor,['Vince Flynn'],Simon and Schuster,2010-08-31,"After his team member, Mike Nash, witnesses a terror attack in Washington, D.C., CIA superagent Mitch Rapp must pursue the al Qaeda terrorists responsible as he fights a covert war that can never be discussed, even with the government's own political leaders.","[{'type': 'ISBN_13', 'identifier': '9781416595175'}, {'type': 'ISBN_10', 'identifier': '1416595171'}]","{'text': False, 'image': False}",528.0,BOOK,['Fiction'],NOT_MATURE,False,0.3.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=THjXCQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=THjXCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=THjXCQAAQBAJ&printsec=frontcover&dq=intitle:PURSUIT+OF+HONOR&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=THjXCQAAQBAJ&dq=intitle:PURSUIT+OF+HONOR&hl=&source=gbs_api,https://books.google.com/books/about/Pursuit_of_Honor.html?hl=&id=THjXCQAAQBAJ,,,A Novel,,
Nine Dragons,['George Herman'],Tuttle Publishing,2011-10-21,"With unique illustrations based on classical Chinese painting, this multicultural children's story tells a classic folktale that children will love. Long ago, in a far-off land, two tribes shared a common legend — they believed the mountains between them were the home of nine terrible and terrifying dragons. For generations, fear of the dragons kept the two tribes apart, until a catastrophic drought forced them into the mountains in search of food. Nine Dragons tells the story of how the two tribes prepared to go to war over their dwindling resources, and how the oldest and wisest of the nine dragons convinced the others that they had to stop the battle before it started. Based on themes from Asian folklore, and taking place in a mythical Asian setting, Nine Dragons is an inspirational tale about overcoming mistrust and misunderstanding to achieve peace. The vibrant full-color illustrations, along with the timeless story, will appeal to children and their parents.","[{'type': 'ISBN_13', 'identifier': '9781462901258'}, {'type': 'ISBN_10', 'identifier': '1462901255'}]","{'text': True, 'image': True}",48.0,BOOK,['Juvenile Fiction'],NOT_MATURE,False,1.10.14.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=GybRAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=GybRAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=GybRAgAAQBAJ&printsec=frontcover&dq=intitle:NINE+DRAGONS&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=GybRAgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=GybRAgAAQBAJ,,,A Contemporary Fable,,
The Scarpetta Factor,['Patricia Cornwell'],Penguin,2009-10-20,"In this provocative thriller, forensic expert Kay Scarpetta is surrounded by familiar faces, yet traveling down the unfamiliar road of fame.... It is the week before Christmas. A tanking economy has prompted Dr. Kay Scarpetta—despite her busy schedule and her continuing work as the senior forensic analyst for CNN—to offer her services pro bono to New York City’s Office of the Chief Medical Examiner. In no time at all, her increased visibility seems to precipitate a string of unexpected and unsettling events, culminating in an ominous package—possibly a bomb—showing up at the front desk of the apartment building where she and her husband, Benton, live. Soon the apparent threat on Scarpetta’s life finds her embroiled in a surreal plot that includes a famous actor accused of an unthinkable sex crime and the disappearance of a beautiful millionaire with whom her niece, Lucy, seems to have shared a secret past. Scarpetta’s CNN producer wants her to launch a TV show called The Scarpetta Factor. Given the bizarre events already in play, she fears that her growing fame will generate the illusion that she has a “special factor,” a mythical ability to solve all her cases. She wonders if she will end up like other TV personalities: her own stereotype.","[{'type': 'ISBN_13', 'identifier': '9781101148907'}, {'type': 'ISBN_10', 'identifier': '110114890X'}]","{'text': True, 'image': False}",592.0,BOOK,['Fiction'],NOT_MATURE,True,0.13.11.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=-4JaSBhEmmgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=-4JaSBhEmmgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=-4JaSBhEmmgC&pg=PT311&dq=intitle:THE+SCARPETTA+FACTOR&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=-4JaSBhEmmgC&source=gbs_api,https://play.google.com/store/books/details?id=-4JaSBhEmmgC,4.0,5.0,Scarpetta (Book 17),,
The Gathering Storm,['Winston Churchill'],Houghton Mifflin Harcourt,1948,Covers the period from the Treaty of Versailles to Churchill's appointment as Prime Minister in 1940.,"[{'type': 'ISBN_10', 'identifier': '039541055X'}, {'type': 'ISBN_13', 'identifier': '9780395410554'}]","{'text': False, 'image': True}",752.0,BOOK,['History'],NOT_MATURE,False,0.3.2.0.preview.1,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=Jy-ljBbsL9AC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Jy-ljBbsL9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=Jy-ljBbsL9AC&printsec=frontcover&dq=intitle:THE+GATHERING+STORM&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=Jy-ljBbsL9AC&dq=intitle:THE+GATHERING+STORM&hl=&source=gbs_api,https://books.google.com/books/about/The_Gathering_Storm.html?hl=&id=Jy-ljBbsL9AC,,,,,
True Blue,['A. Wood'],Greenbie Press,2011-06-01,"Many of the earliest books, particularly those dating back to the 1900s and before, are now extremely scarce and increasingly expensive. We are republishing these classic works in affordable, high quality, modern editions, using the original text and artwork.","[{'type': 'ISBN_10', 'identifier': '1447416716'}, {'type': 'ISBN_13', 'identifier': '9781447416715'}]","{'text': False, 'image': False}",248.0,BOOK,['Fiction'],NOT_MATURE,False,preview-1.0.0,,"{'smallThumbnail': 'http://books.google.com/books/content?id=NOH6ewEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=NOH6ewEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=NOH6ewEACAAJ&dq=intitle:TRUE+BLUE&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=NOH6ewEACAAJ&dq=intitle:TRUE+BLUE&hl=&source=gbs_api,https://books.google.com/books/about/True_Blue.html?hl=&id=NOH6ewEACAAJ,,,,,
"Dodge City and Ford County, Kansas 1870 - 1920","['Ford County Historical Society (Ford County, Kan.)']",American Society of Civil Engineers,1996-01-01,,"[{'type': 'ISBN_10', 'identifier': '0965370801'}, {'type': 'ISBN_13', 'identifier': '9780965370806'}]","{'text': False, 'image': False}",376.0,BOOK,['Dodge City (Kan.)'],NOT_MATURE,False,preview-1.0.0,,,en,http://books.google.nl/books?id=hysXAAAACAAJ&dq=intitle:FORD+COUNTY&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=hysXAAAACAAJ&dq=intitle:FORD+COUNTY&hl=&source=gbs_api,https://books.google.com/books/about/Dodge_City_and_Ford_County_Kansas_1870_1.html?hl=&id=hysXAAAACAAJ,,,Pioneer Histories and Stories,,
Kindred In Death,['J. D. Robb'],Hachette UK,2010-01-06,"She was just an instrument. A weapon. He wanted it to be in that house, inside the house where the cop believed his little girl would always be safe. A phone call from up high interrupts Eve's plans to have a lazy day with her roguish husband Roarke: The teenage daughter of Captain Jonah McMasters, head of the NYPD drug squad, has been found raped and strangled. A terrifying video of Deena, bloody and beaten beyond recognition, suggests a link to a criminal in her father's past, but Eve is getting nowhere - until another murder, and another video, reveals the killer's deadly intent: merciless retribution in the cruellest way possible. Eve and her team must race against the clock to identify the next victim of a killer who will stop at nothing . . .","[{'type': 'ISBN_13', 'identifier': '9780748114948'}, {'type': 'ISBN_10', 'identifier': '0748114947'}]","{'text': True, 'image': False}",384.0,BOOK,['Fiction'],NOT_MATURE,True,1.10.8.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=63-hwwvovmUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=63-hwwvovmUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=63-hwwvovmUC&pg=PT124&dq=intitle:KINDRED+IN+DEATH&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=63-hwwvovmUC&source=gbs_api,https://play.google.com/store/books/details?id=63-hwwvovmUC,,,,,
Under the Dome,['Stephen King'],Simon and Schuster,2013-06-11,"On an entirely normal, beautiful fall day in Chester's Mill, Maine, the town is inexplicably and suddenly sealed off from the rest of the world by an invisible force field. Planes crash into it and fall from the sky in flaming wreckage, a gardener's hand is severed as ""the dome"" comes down on it, people running errands in the neighboring town are divided from their families, and cars explode on impact. No one can fathom what this barrier is, where it came from, and when -- or if -- it will go away. Dale Barbara, Iraq vet and now a short-order cook, finds himself teamed with a few intrepid citizens -- town newspaper owner Julia Shumway, a physician's assistant at the hospital, a select-woman, and three brave kids. Against them stands Big Jim Rennie, a politician who will stop at nothing -- even murder -- to hold the reins of power, and his son, who is keeping a horrible secret in a dark pantry. But their main adversary is the Dome itself. Because time isn't just short. It's running out.","[{'type': 'ISBN_13', 'identifier': '9781476743943'}, {'type': 'ISBN_10', 'identifier': '1476743940'}]","{'text': False, 'image': False}",1039.0,BOOK,['Fiction'],NOT_MATURE,False,0.1.0.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=a6tAgxSn8ykC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=a6tAgxSn8ykC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=a6tAgxSn8ykC&printsec=frontcover&dq=intitle:UNDER+THE+DOME&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=a6tAgxSn8ykC&dq=intitle:UNDER+THE+DOME&hl=&source=gbs_api,https://books.google.com/books/about/Under_the_Dome.html?hl=&id=a6tAgxSn8ykC,5.0,1.0,A Novel,,
"I, Alex Cross",['James Patterson'],Hachette UK,2009-11-16,"When a beloved relative is murdered, Detective Alex Cross vows to hunt down the killer . . . and discovers a secret that could rock the entire world. Detective Alex Cross is pulled out of a family celebration and given the awful news that a beloved niece was brutally murdered. Alex vows to hunt down the killer, and soon learns that she was mixed up in one of Washington, D. C.'s wildest scenes. And she was not this killer's only victim. The hunt for the murderer leads Alex and his girlfriend, Detective Brianna Stone, to Washington's most infamous club-a place where every fantasy is possible, if you have the credentials to get in. The killer could be one of their patrons, one of Washington's elite who will do anything to keep their secrets buried. With astonishing plot twists and electrifying revelations that will keep readers on the edge of their seat, I, Alex Cross is the master of suspense at his sharpest and best.","[{'type': 'ISBN_13', 'identifier': '9780316071901'}, {'type': 'ISBN_10', 'identifier': '0316071900'}]","{'text': True, 'image': False}",270.0,BOOK,['Fiction'],NOT_MATURE,False,5.14.14.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=rcs2AQAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=rcs2AQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,"http://books.google.nl/books?id=rcs2AQAAQBAJ&dq=intitle:I,+ALEX+CROSS&hl=&cd=1&source=gbs_api","http://books.google.nl/books?id=rcs2AQAAQBAJ&dq=intitle:I,+ALEX+CROSS&hl=&source=gbs_api",https://books.google.com/books/about/I_Alex_Cross.html?hl=&id=rcs2AQAAQBAJ,,,,,
Pirate Latitudes,['Michael Crichton'],HarperCollins UK,2009-11-16,"The new thriller from Michael Crichton, one of the most famous authors in the world, the most exciting, anticipated publication of Christmas 2009.","[{'type': 'ISBN_13', 'identifier': '9780007346103'}, {'type': 'ISBN_10', 'identifier': '0007346107'}]","{'text': True, 'image': False}",320.0,BOOK,['Fiction'],NOT_MATURE,True,2.9.7.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=hLR-CB8tUvwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=hLR-CB8tUvwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=hLR-CB8tUvwC&printsec=frontcover&dq=intitle:PIRATE+LATITUDES&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=hLR-CB8tUvwC&source=gbs_api,https://play.google.com/store/books/details?id=hLR-CB8tUvwC,5.0,2.0,,,
U is for Undertow,['Sue Grafton'],Pan Macmillan,2010-01-01,"U is for Undertow is the twenty-first in the Kinsey Millhone mystery series by Sue Grafton. In 1960s Santa Teresa, California, a child is kidnapped and never returned . . . When the case is reopened after twenty years, a man - Michael Sutton - contacts private detective Kinsey Millhone for help. He claims to have recalled a strange and disturbing memory which just might provide the key to the mystery. He may have stumbled across the kidnappers burying Mary Claire Fitzhugh’s body . . . But Michael’s account is indistinct – he was only six years old at the time of the kidnapping; and even members of his family try to discredit his evidence. But Kinsey is certain there is something vital within Michael’s recollections. And even when what is eventually unearthed isn’t what anyone expected, she can’t quite let go of the case. As Kinsey gradually brings to light the stories of the protagonists involved in the tragedy, from Country Club parents to their free-living, hippy children, the truth finally begins to emerge. And while stepping back into the past, Kinsey discovers more about her own history too . . .","[{'type': 'ISBN_13', 'identifier': '9780230748866'}, {'type': 'ISBN_10', 'identifier': '0230748864'}]","{'text': True, 'image': False}",400.0,BOOK,['Fiction'],NOT_MATURE,True,1.5.5.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=iHWK85k5XekC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=iHWK85k5XekC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=iHWK85k5XekC&printsec=frontcover&dq=intitle:%E2%80%9CU%E2%80%9D+IS+FOR+UNDERTOW&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=iHWK85k5XekC&source=gbs_api,https://play.google.com/store/books/details?id=iHWK85k5XekC,,,,,
